1.0674 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
76.0524 	EXP 	Created practice_target_plus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='practice_target_plus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
76.0580 	EXP 	Created practice_target_shape = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='practice_target_shape', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), size=array([0.18, 0.3 ]), texRes=128, units='norm', win=Window(...))
76.0613 	EXP 	Created practice_target_label_valence = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='practice_target_label_valence', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.2, 0.4]), texRes=128, units='norm', win=Window(...))
76.0626 	EXP 	Created ITI_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ITI_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
76.0634 	EXP 	Created practice_feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='practice_feedback_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
76.0748 	EXP 	Created self_practice_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='self_practice_end_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
76.0762 	EXP 	Created self_trial_fixation_cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([255,   0,   0]), fillColorSpace='rgb', fillRGB=array([255,   0,   0]), interpolate=True, lineColor=array([1., 0., 0.]), lineColorSpace='rgb', lineRGB=array([255,   0,   0]), lineWidth=1, name='self_trial_fixation_cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.06, 0.1 ]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
76.0771 	EXP 	Created trial_target_label = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='trial_target_label', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
76.0788 	EXP 	Created trial_target_plus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='trial_target_plus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
76.0823 	EXP 	Created trial_target_shape = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='trial_target_shape', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), size=array([0.18, 0.3 ]), texRes=128, units='norm', win=Window(...))
76.0864 	EXP 	Created trial_target_label_valence = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='trial_target_label_valence', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.2, 0.4]), texRes=128, units='norm', win=Window(...))
76.0877 	EXP 	Created self_trial_ITI_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='self_trial_ITI_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
76.0885 	EXP 	Created self_trial_feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='self_trial_feedback_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
76.0896 	EXP 	Created trial_break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='trial_break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
76.0907 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='norm', win=Window(...))
76.0946 	EXP 	Created trials_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='trials_end_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
76.0974 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Well done! You have finished the task!', units='norm', win=Window(...), wrapWidth=1)
76.1098 	EXP 	Imported KeyboardCommand.xlsx as conditions, 1 conditions, 2 params
76.1102 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
76.1104 	EXP 	New trial (rep=0, index=0): {'Yes': 'm', 'No': 'n'}
76.1156 	DATA 	Keypress: space
76.1279 	WARNING 	t of last frame was 7343.53ms (=1/0)
76.1279 	EXP 	intro_text: autoDraw = True
77.0173 	EXP 	Imported GroupA.xlsx as conditions, 3 conditions, 1 params
77.0178 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
77.0180 	EXP 	New trial (rep=0, index=0): {'Task': 'Control'}
77.0328 	EXP 	Imported ControlTask.xlsx as conditions, 1 conditions, 14 params
77.0331 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
77.0334 	EXP 	New trial (rep=0, index=0): {'Label1': 'C', 'Label2': 'S', 'Label3': 'T', 'Sky_shape': 'Circle', 'Earth_shape': 'Square', 'Air_shape': 'Triangle', 'intro_label1': 'air', 'intro_label2': 'earth', 'intro_label3': 'sky', 'Shape1': 'Air', 'Shape2': 'Earth', 'Shape3': 'Sky', 'intro_label_type1': 'words', 'intro_label_type2': 'word'}
77.0528 	DATA 	Keypress: space
77.0555 	WARNING 	t of last frame was 52.56ms (=1/19)
77.0555 	EXP 	intro_text: autoDraw = False
77.0555 	EXP 	instructions_text: height = 0.1
77.0555 	EXP 	instructions_text: height = 0.1
77.0555 	EXP 	instructions_text: height = 0.1
77.0555 	EXP 	instructions_text: text = "In this version of the task you will learn to associate the Triangle with air, the Square with earth, and the Circle with sky.\n\nTry to remember these! Take your time \n\nYou will be presented with different combinations of these shapes and words. Your task is to judge whether the presented shape and word match with what we have told you above. \n\nPress 'm' if the shape and word match, and 'n' if they do not match. \n \n Place your fingers on these keys and then Press any key to start your practice"
77.0555 	EXP 	instructions_text: autoDraw = True
77.7931 	DATA 	Keypress: space
77.7964 	EXP 	instructions_text: autoDraw = False
77.7964 	EXP 	practice_fixation_cross: autoDraw = True
78.8022 	EXP 	Imported ControlTrialStim.xlsx as conditions, 12 conditions, 4 params
78.8029 	EXP 	Created sequence: random, trialTypes=12, nReps=2, seed=None
78.8033 	EXP 	New trial (rep=0, index=0): {'Label': 'sky', 'Target': 'earth', 'Shape': 'Earth', 'CorrectAnswer': 'No'}
78.9474 	WARNING 	t of last frame was 158.54ms (=1/6)
78.9474 	EXP 	practice_fixation_cross: autoDraw = False
78.9474 	EXP 	practice_fixation_cross: autoDraw = False
78.9474 	EXP 	practice_target_label: height = 0.1
78.9474 	EXP 	practice_target_label: height = 0.1
78.9474 	EXP 	practice_target_label: height = 0.1
78.9474 	EXP 	practice_target_label: text = 'sky'
78.9474 	EXP 	practice_target_shape: image = 'Stimuli/S.bmp'
78.9474 	EXP 	practice_target_label_valence: texRes = 128
78.9474 	EXP 	practice_target_label_valence: image = 'Stimuli/Empty.bmp'
78.9474 	EXP 	practice_target_label: autoDraw = True
78.9474 	EXP 	practice_target_plus: autoDraw = True
78.9474 	EXP 	practice_target_shape: autoDraw = True
78.9474 	EXP 	practice_target_label_valence: autoDraw = True
79.0883 	EXP 	practice_target_label: autoDraw = False
79.0883 	EXP 	practice_target_plus: autoDraw = False
79.0883 	EXP 	practice_target_shape: autoDraw = False
79.0883 	EXP 	practice_target_label_valence: autoDraw = False
79.1931 	DATA 	Keypress: n
79.1960 	EXP 	practice_target_label: autoDraw = False
79.1960 	EXP 	practice_target_plus: autoDraw = False
79.1960 	EXP 	practice_target_shape: autoDraw = False
79.1960 	EXP 	practice_target_label_valence: autoDraw = False
79.1960 	EXP 	ITI_text: autoDraw = True
79.9722 	EXP 	ITI_text: autoDraw = False
79.9722 	EXP 	ITI_text: autoDraw = False
79.9722 	EXP 	practice_feedback_text: height = 0.1
79.9722 	EXP 	practice_feedback_text: height = 0.1
79.9722 	EXP 	practice_feedback_text: height = 0.1
79.9722 	EXP 	practice_feedback_text: text = 'Correct!'
79.9722 	EXP 	practice_feedback_text: autoDraw = True
80.4638 	EXP 	New trial (rep=0, index=1): {'Label': 'earth', 'Target': 'sky', 'Shape': 'Sky', 'CorrectAnswer': 'No'}
80.4913 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
80.4909 	EXP 	practice_feedback_text: autoDraw = False
80.4909 	EXP 	practice_feedback_text: autoDraw = False
80.4909 	EXP 	practice_target_label: height = 0.1
80.4909 	EXP 	practice_target_label: height = 0.1
80.4909 	EXP 	practice_target_label: height = 0.1
80.4909 	EXP 	practice_target_label: text = 'earth'
80.4909 	EXP 	practice_target_shape: image = 'Stimuli/C.bmp'
80.4909 	EXP 	practice_target_label_valence: texRes = 128
80.4909 	EXP 	practice_target_label_valence: image = 'Stimuli/Empty.bmp'
80.4909 	EXP 	practice_target_label: autoDraw = True
80.4909 	EXP 	practice_target_plus: autoDraw = True
80.4909 	EXP 	practice_target_shape: autoDraw = True
80.4909 	EXP 	practice_target_label_valence: autoDraw = True
80.6270 	EXP 	practice_target_label: autoDraw = False
80.6270 	EXP 	practice_target_plus: autoDraw = False
80.6270 	EXP 	practice_target_shape: autoDraw = False
80.6270 	EXP 	practice_target_label_valence: autoDraw = False
81.2557 	DATA 	Keypress: m
81.2589 	EXP 	practice_target_label: autoDraw = False
81.2589 	EXP 	practice_target_plus: autoDraw = False
81.2589 	EXP 	practice_target_shape: autoDraw = False
81.2589 	EXP 	practice_target_label_valence: autoDraw = False
81.2589 	EXP 	ITI_text: autoDraw = True
81.8054 	EXP 	ITI_text: autoDraw = False
81.8054 	EXP 	ITI_text: autoDraw = False
81.8054 	EXP 	practice_feedback_text: height = 0.1
81.8054 	EXP 	practice_feedback_text: height = 0.1
81.8054 	EXP 	practice_feedback_text: height = 0.1
81.8054 	EXP 	practice_feedback_text: text = 'Incorrect!'
81.8054 	EXP 	practice_feedback_text: autoDraw = True
82.2996 	EXP 	New trial (rep=0, index=2): {'Label': 'sky', 'Target': 'sky', 'Shape': 'Sky', 'CorrectAnswer': 'Yes'}
82.3174 	EXP 	practice_feedback_text: autoDraw = False
82.3174 	EXP 	practice_target_label: height = 0.1
82.3174 	EXP 	practice_target_label: height = 0.1
82.3174 	EXP 	practice_target_label: height = 0.1
82.3174 	EXP 	practice_target_label: text = 'sky'
82.3174 	EXP 	practice_target_shape: image = 'Stimuli/C.bmp'
82.3174 	EXP 	practice_target_label_valence: texRes = 128
82.3174 	EXP 	practice_target_label_valence: image = 'Stimuli/Empty.bmp'
82.3174 	EXP 	practice_target_label: autoDraw = True
82.3174 	EXP 	practice_target_plus: autoDraw = True
82.3174 	EXP 	practice_target_shape: autoDraw = True
82.3174 	EXP 	practice_target_label_valence: autoDraw = True
82.4525 	EXP 	practice_target_label: autoDraw = False
82.4525 	EXP 	practice_target_plus: autoDraw = False
82.4525 	EXP 	practice_target_shape: autoDraw = False
82.4525 	EXP 	practice_target_label_valence: autoDraw = False
82.8060 	DATA 	Keypress: n
82.8086 	EXP 	practice_target_label: autoDraw = False
82.8086 	EXP 	practice_target_plus: autoDraw = False
82.8086 	EXP 	practice_target_shape: autoDraw = False
82.8086 	EXP 	practice_target_label_valence: autoDraw = False
82.8086 	EXP 	ITI_text: autoDraw = True
83.6483 	EXP 	ITI_text: autoDraw = False
83.6483 	EXP 	ITI_text: autoDraw = False
83.6483 	EXP 	practice_feedback_text: text = 'Incorrect!'
83.6483 	EXP 	practice_feedback_text: autoDraw = True
84.1349 	EXP 	New trial (rep=0, index=3): {'Label': 'air', 'Target': 'air', 'Shape': 'Air', 'CorrectAnswer': 'Yes'}
84.1629 	EXP 	practice_feedback_text: autoDraw = False
84.1629 	EXP 	practice_feedback_text: autoDraw = False
84.1629 	EXP 	practice_target_label: height = 0.1
84.1629 	EXP 	practice_target_label: height = 0.1
84.1629 	EXP 	practice_target_label: height = 0.1
84.1629 	EXP 	practice_target_label: text = 'air'
84.1629 	EXP 	practice_target_shape: image = 'Stimuli/T.bmp'
84.1629 	EXP 	practice_target_label_valence: texRes = 128
84.1629 	EXP 	practice_target_label_valence: image = 'Stimuli/Empty.bmp'
84.1629 	EXP 	practice_target_label: autoDraw = True
84.1629 	EXP 	practice_target_plus: autoDraw = True
84.1629 	EXP 	practice_target_shape: autoDraw = True
84.1629 	EXP 	practice_target_label_valence: autoDraw = True
84.3048 	EXP 	practice_target_label: autoDraw = False
84.3048 	EXP 	practice_target_plus: autoDraw = False
84.3048 	EXP 	practice_target_shape: autoDraw = False
84.3048 	EXP 	practice_target_label_valence: autoDraw = False
84.5162 	DATA 	Keypress: n
84.5189 	EXP 	practice_target_label: autoDraw = False
84.5189 	EXP 	practice_target_plus: autoDraw = False
84.5189 	EXP 	practice_target_shape: autoDraw = False
84.5189 	EXP 	practice_target_label_valence: autoDraw = False
84.5189 	EXP 	ITI_text: autoDraw = True
85.3550 	EXP 	ITI_text: autoDraw = False
85.3550 	EXP 	ITI_text: autoDraw = False
85.3550 	EXP 	practice_feedback_text: text = 'Incorrect!'
85.3550 	EXP 	practice_feedback_text: autoDraw = True
85.8387 	EXP 	New trial (rep=0, index=4): {'Label': 'sky', 'Target': 'sky', 'Shape': 'Sky', 'CorrectAnswer': 'Yes'}
85.8524 	EXP 	practice_feedback_text: autoDraw = False
85.8524 	EXP 	practice_feedback_text: autoDraw = False
85.8524 	EXP 	practice_target_label: height = 0.1
85.8524 	EXP 	practice_target_label: height = 0.1
85.8524 	EXP 	practice_target_label: height = 0.1
85.8524 	EXP 	practice_target_label: text = 'sky'
85.8524 	EXP 	practice_target_shape: image = 'Stimuli/C.bmp'
85.8524 	EXP 	practice_target_label_valence: texRes = 128
85.8524 	EXP 	practice_target_label_valence: image = 'Stimuli/Empty.bmp'
85.8524 	EXP 	practice_target_label: autoDraw = True
85.8524 	EXP 	practice_target_plus: autoDraw = True
85.8524 	EXP 	practice_target_shape: autoDraw = True
85.8524 	EXP 	practice_target_label_valence: autoDraw = True
85.9968 	EXP 	practice_target_label: autoDraw = False
85.9968 	EXP 	practice_target_plus: autoDraw = False
85.9968 	EXP 	practice_target_shape: autoDraw = False
85.9968 	EXP 	practice_target_label_valence: autoDraw = False
86.0332 	DATA 	Keypress: escape
86.5336 	EXP 	window1: mouseVisible = True
